;job_title;job_type;location;median_salary
17354;mretail sales associate;nan;Irving, TX 75062;71040.0
17355;breakfastlunch shift server  doubletree by hilton dallaslove field;Full Time;Dallas, TX 75235;71040.0
17357;hospitality associate  law firm;Full Time;Dallas, TX 75201;71040.0
17359;business analyst;Full Time;Dallas, TX 75201;71040.0
17360;office administrator;Full Time;Dallas, TX 75220;71040.0
17364;general distribution team member;Part Time;Dallas, TX 75237;71040.0
17366;hde sales consultant;Full Time;Dallas, TX 75201;71040.0
17367;district manager  aus;Full Time;Columbus, OH 43207;73920.0
17369;senior;Full Time;Dallas, TX 75201;71040.0
17370;senior marketing and strategy analyst;Full Time;Dallas, TX 75201;71040.0
17372;service technician  dallasfort worth;Full Time;Dallas, TX 75201;71040.0
17373;associate editor;Full Time;Columbus, OH 43229;73920.0
17374;accounts payable;Full Time;Dallas, TX 75206;91200.0
17375;universal call center representative;Full Time;Dallas, TX 75270;71040.0
17376;sr ui developer;Full Time;Dallas, TX 75201;71040.0
17377;maintenance mechanics;Full Time;Dallas, TX 75227;43200.0
17378;staff accountant;Full Time;Irving, TX 75039;71040.0
17379;loan accounting specialists;Full Time;Dallas, TX 75201;71040.0
17381;document prep clerks;Full Time;Dallas, TX 75211;19200.0
17383;account sales reps start today;Full Time;Dallas, TX 75201;71040.0
17384;accounts payable;Full Time;Dallas, TX 75206;91200.0
17385;sales account management  full time  immediate openings;Full Time;Dallas, TX 75207;71040.0
17388;project accounting assistant;Full Time;Dallas, TX 75247;71040.0
17389;project manager assistant;Full Time;Dallas, TX 75201;71040.0
17390;clinical educator diabetes device;Full Time;Dallas, TX 75201;71040.0
17391;assistant manager;Full Time;Dallas, TX 75202;71040.0
17392;senior property accountant;Full Time;Dallas, TX 75201;134400.0
17395;admin assistant needed close to downtown;Full Time;Dallas, TX 75207;71040.0
17397;shipping and receiving clerk;Full Time;Dallas, TX 75243;21120.0
17399;bank teller;Full Time;Dallas, TX 75243;24960.0
17400;yardi analyst;Full Time;Dallas, TX 75201;71040.0
17401;outside sales representative;Full Time;Dallas, TX 75201;71040.0
17402;facilities maintenance technician;Full Time;Dallas, TX 75241;26880.0
17404;retail district manager  great benefits;Full Time;Highland Park, TX 75205;163200.0
17406;retail sales associate;nan;Dallas, TX 75228;71040.0
17408;veterinary technician;Full Time;Dallas, TX 75204;71040.0
17410;experienced car haulers;Full Time;Dallas, TX 75202;71040.0
17412;strategic accounts  business development manager;Full Time;Dallas, TX 75201;71040.0
17413;customer support representative;Full Time;Dallas, TX 75234;71040.0
17414;part time busser  doubletree by hilton dallaslove field;Full Time;Dallas, TX 75235;71040.0
17415;survey crew;Full Time;Dallas, TX 75228;71040.0
17418;software developer;Full Time;Dallas, TX 75204;71040.0
17420;stellar warehouse team member needed;Full Time;Dallas, TX 75201;71040.0
17421;electrical superintendent;Full Time;Dallas, TX 75231;71040.0
17422;senior staff accountant;Full Time;Dallas, TX 75204;120000.0
17424;av and structured cable project manager;Full Time;Dallas, TX 75201;129600.0
17425;operations analyst;Full Time;Irving, TX 75039;71040.0
17426;field service technicianfield mechanic;Full Time;Irving, TX 75060;71040.0
17427;reefer mechanics;Full Time;Dallas, TX 75202;71040.0
17428;leasing consultant;Full Time;Columbus, OH 43230;73920.0
17429;business analyst  iamsailpoint;nan;Dallas, TX 75201;71040.0
17430;cna caregiver;Full Time;Dallas, TX 75201;71040.0
17431;web designer uiux;Full Time;Dallas, TX 75062;71040.0
17432;special sections writer designer;Full Time;Columbus, OH 43228;73920.0
17433;medical  pharmaceutical sales representative;Full Time;Dallas, TX 75201;71040.0
17435;mretail sales associate;nan;Dallas, TX 75220;71040.0
17436;receptionist;Full Time;Dallas, TX 75220;24960.0
17437;corporate accounts transitions manager;Full Time;Dallas, TX 75201;71040.0
17438;bmc atrium orchestrator;Full Time;Dallas, TX 75202;71040.0
17439;senior accountant;Full Time;Dallas, TX 75201;134400.0
17440;compensation analyst;nan;Dallas, TX 75234;71040.0
17441;marketing specialist;Full Time;Dallas, TX 75243;71040.0
17442;senior financial reporting analyst;Full Time;Dallas, TX 75201;158400.0
17446;entry level outside sales rep;Full Time;Dallas, TX 75201;71040.0
17447;driver trainee no cdl required;Full Time;Dallas, TX 75211;71040.0
17452;maintenance engineer  hilton garden;Full Time;Dallas, TX 75207;71040.0
17454;oil  gas accounting manager;Full Time;Dallas, TX 75206;144000.0
17456;medical sales representative;Full Time;Dallas, TX 75201;71040.0
17457;receptionist;Full Time;Dallas, TX 75229;71040.0
17458;electrician sign on bonus;Full Time;Dallas, TX 75229;71040.0
17459;charge entry specialist;Full Time;Dallas, TX 75201;71040.0
17460;aircraft appearance supervisor;Full Time;Columbus, OH 43219;34560.0
17461;analyst;Full Time;Columbus, OH 43212;73920.0
17462;foreclosure specialist;Full Time;Dallas, TX 75254;31680.0
17463;ux web developer;Full Time;Dallas, TX 75201;71040.0
17465;variable refrigerant flow  vrf sales engineer;Full Time;Dallas, TX 75201;196800.0
17466;proposal writer;Full Time;Dallas, TX 75201;71040.0
17467;financial consultant  parttime;;Irving, TX 75039;269760.0
17468;helpdesk analyst  application support specialist;Full Time;Dallas, TX 75201;71040.0
17469;desktop support  helpdesk analyst;Full Time;Dallas, TX 75201;71040.0
17470;salesforce sfdc developer;Full Time;Dallas, TX 75206;71040.0
17471;senior financial analyst;Full Time;Dallas, TX 75201;153600.0
17472;field service technician;Full Time;Dallas, TX 75201;71040.0
17473;principal database consultant;Full Time;Dallas, TX 75201;71040.0
17476;property manager;Full Time;Columbus, OH 43229;73920.0
17477;survey crew party chief;Full Time;Dallas, TX 75228;71040.0
17478;licensed vocational nurse;Full Time;Dallas, TX 75246;71040.0
17485;paralegal;Full Time;Dallas, TX 75206;52800.0
17487;outside sales representative;Full Time;Dallas, TX 75201;71040.0
17488;regional sales representative;Full Time;Dallas, TX 75201;71040.0
17489;retail sales associate;nan;Dallas, TX 75214;71040.0
17490;ups automotive mechanic;nan;Dallas, TX 75227;71040.0
17491;automotive diagnostic equipment sales;Full Time;Dallas, TX 75201;71040.0
17493;warehouse associate;Full Time;Dallas, TX 75229;39360.0
17494;bi ssis developer;Full Time;Dallas, TX 75225;71040.0
17498;licensed agents  group benefit enrollers;Full Time;Dallas, TX 75206;134400.0
17499;machine operator;Full Time;Dallas, TX 75220;71040.0
17500;management development program claims;Full Time;Farmers Branch, TX 75244;84480.0
17501;special counsel;Full Time;Dallas, TX 75201;71040.0
17502;business coordinator;Part Time;Dallas, TX 75201;71040.0
17503;senior accountant;Full Time;Dallas, TX 75201;153600.0
17504;claims support clerk;Full Time;Dallas, TX 75201;71040.0
17505;staff accountant;Full Time;Dallas, TX 75201;110400.0
17509;guest services concert supervisor;Full Time;Dallas, TX 75201;71040.0
17511;hourly team member  whataburger;Full Time;Dallas, TX 75235;71040.0
17515;senior staff accountant;Full Time;Dallas, TX 75201;115200.0
17517;warehouse manager;Full Time;Irving, TX 75061;71040.0
17519;maintenance mechanic;Full Time;Dallas, TX 75223;71040.0
17520;hvac service tech  seasonal;Full Time;Dallas, TX 75201;71040.0
17523;belldiver  embassy suites dfw south;Full Time;Irving, TX 75062;15360.0
17524;client service representative;Full Time;Dallas, TX 75228;71040.0
17525;compounding pharmacist  pic;Full Time;Dallas, TX 75206;211200.0
17528;resident care associate;Part Time;Dallas, TX 75238;71040.0
17530;it senior programmer analyst   application;Full Time;Irving, TX 75062;71040.0
17531;help desk  nd shift;Full Time;Dallas, TX 75201;71040.0
17536;lead data analyst;Full Time;Dallas, TX 75226;30720.0
17538;willcall supervisor;Full Time;Dallas, TX 75229;71040.0
17539;catagory manager  ent solutions procurement;Full Time;Dallas, TX 75235;71040.0
17544;ios developer;Full Time;Dallas, TX 75204;134400.0
17545;temporary legal receptionist;Full Time;Dallas, TX 75202;71040.0
17548;medical assistant;Full Time;Highland Park, TX 75205;71040.0
17549;enrollment data analyst;Full Time;Irving, TX 75039;42240.0
17551;parttime administrative assistant;Full Time;Dallas, TX 75237;71040.0
17553;immediate sales position;Part Time;Dallas, TX 75201;71040.0
17554;staff accountant;Full Time;Dallas, TX 75201;100800.0
17555;terminal manager;Full Time;Dallas, TX 75202;71040.0
17556;sales representative;Full Time;Dallas, TX 75207;72000.0
17557;district manager  south central;Full Time;Dallas, TX 75201;71040.0
17559;revenue cycle specialist;Part Time;Duncanville, TX 75237;71040.0
17560;accounts receivable specialist;Full Time;Dallas, TX 75207;71040.0
17563;it director;Full Time;Dallas, TX 75204;196800.0
17565;online search coordinator;Full Time;Irving, TX 75039;71040.0
17566;retail sales associate  south;nan;Dallas, TX 75224;71040.0
17568;sales representative;Full Time;Dallas, TX 75218;23040.0
17569;digital marketing sales consultant;Full Time;Dallas, TX 75201;71040.0
17572;senior staff accountant;Full Time;Dallas, TX 75201;120000.0
17573;senior sales representative  saas revenue cycle management;Full Time;Dallas, TX 75201;71040.0
17576;staff accountant;Full Time;Dallas, TX 75201;110400.0
17577;ehs manager;Full Time;Dallas, TX 75201;71040.0
17578;laboratory billing  data entry specialist;Full Time;Dallas, TX 75201;71040.0
17579;senior accountant parttime;Part Time;Dallas, TX 75206;52800.0
17586;assistant controller;Full Time;Dallas, TX 75201;172800.0
17587;field service engineer  packagingplcrobotics;Full Time;Dallas, TX 75204;139200.0
17588;mds nurse;Full Time;Irving, TX 75061;71040.0
17589;room attendants  housemen  hilton garden;Full Time;Dallas, TX 75207;71040.0
17592;senior accountant;Full Time;Dallas, TX 75206;120000.0
17593;human resources;Part Time;Dallas, TX 75201;71040.0
17595;senior project manager;Full Time;Dallas, TX 75201;71040.0
17596;senior radar signal processing engineers;Full Time;Dallas, TX 75201;71040.0
17598;entry level analyst;Full Time;Dallas, TX 75234;71040.0
17599;bartenders;Full Time;Dallas, TX 75204;71040.0
17600;business analyst with airline domain;Full Time;Dallas, TX 75221;71040.0
17601;property care specialist;Full Time;Dallas, TX 75231;71040.0
17602;cook  hilton garden;Full Time;Dallas, TX 75207;24000.0
17603;marketing sales  brand management;Full Time;Columbus, OH 43219;81600.0
17604;commercial lines rater;Full Time;Irving, TX 75039;71040.0
17605;senior accountant;Full Time;Dallas, TX 75204;134400.0
17606;security officer;Full Time;Dallas, TX 75225;21120.0
17608;editor;Full Time;Columbus, OH 43228;73920.0
17609;continuous improvement agent;Full Time;Dallas, TX 75202;9600.0
17610;claims analysts needed for immediate start;Full Time;Dallas, TX 75201;71040.0
17613;sales director;Full Time;Columbus, OH 43085;73920.0
17615;staff accountant;Full Time;Irving, TX 75062;71040.0
17617;manager;Full Time;Dallas, TX 75235;71040.0
17622;maintenance technician;Full Time;Columbus, OH 43207;77760.0
17625;customer service specialist north  hill;Full Time;Dallas, TX 75201;71040.0
17630;bilingual medical assistant;Full Time;Dallas, TX 75237;71040.0
17631;retail sales associate;nan;Dallas, TX 75214;71040.0
17632;java developer;Full Time;Dallas, TX 75201;182400.0
17633;equipment service writer;Full Time;Grand Prairie, TX 75050;71040.0
17635;radar signal processing engineers;Full Time;Austin, TX 75201;71040.0
17636;principal devops engineer test automation;Full Time;Dallas, TX 75201;71040.0
17637;maintenance engineer  embassy suites dfw south;Full Time;Irving, TX 75062;23040.0
17638;medical laboratory technician;Full Time;Dallas, TX 75204;71040.0
17642;qaqc technician  manufacturingmachininggdt and statistical controls;Full Time;Dallas, TX 75207;53760.0
17644;nurse case manager  rn;Full Time;Columbus, OH 43235;73920.0
17645;patient care assistant or unit tech;Full Time;Dallas, TX 75201;71040.0
17647;executive personal assistant;Full Time;Highland Park, TX 75219;71040.0
17649;bb outside account manager  entry level;Full Time;Dallas, TX 75201;71040.0
17651;district sales representative;Full Time;Dallas, TX 75201;71040.0
17652;retail sales associate;nan;Irving, TX 75062;71040.0
17653;controller  law firm;Full Time;Dallas, TX 75201;71040.0
17659;campus facilities manager;Full Time;Dallas, TX 75241;124800.0
17662;quality assurance call associate;Full Time;Dallas, TX 75201;71040.0
17663;pm belldriver  embassy suites dfw south;Full Time;Irving, TX 75062;15360.0
17665;security analyst;Full Time;Dallas, TX 75201;71040.0
17667;fund accounting analyst;Full Time;Dallas, TX 75201;71040.0
17668;senior accountant;Full Time;Dallas, TX 75201;71040.0
17669;financial controller;Full Time;Irving, TX 75061;71040.0
17670;medical billercollector;Full Time;Dallas, TX 75231;71040.0
17671;business analyst;Full Time;Dallas, TX 75270;71040.0
17676;commercial sales representative;Full Time;Dallas, TX 75220;71040.0
17677;maintenance supervisor;Full Time;Dallas, TX 75220;71040.0
17678;medical office manager;Full Time;Dallas, TX 75244;71040.0
17679;forklift operators needed;Part Time;Dallas, TX 75211;71040.0
17680;commercial maintenance program manager;Full Time;Dallas, TX 75254;71040.0
17681;part time groundskeeper;Part Time;Columbus, OH 43232;24000.0
17682;help desk representative;Full Time;Dallas, TX 75270;71040.0
17685;cloud architect;Part Time;Dallas, TX 75201;71040.0
17686;erp consultant;Full Time;Dallas, TX 75240;96000.0
17687;business analyst with airline domain;Full Time;Dallas, TX 75221;71040.0
17688;senior software engineering development mgr;Full Time;Westlake, TX 75201;71040.0
17690;senior websphere zos performance analyst;Full Time;Westlake, TX 75201;71040.0
17691;financial reporting manager;Full Time;Dallas, TX 75201;182400.0
17693;vault clerk position;Full Time;Dallas, TX 75212;71040.0
17697;general laborer;Full Time;Dallas, TX 75207;19200.0
